#host-protein-ID,NCBI-gene-ID,host-protein
647,794,CALB2|CAL2
648,795,S100G|CALB3|CABP9K|CABP1
649,796,CALCA|CALC1|CGRP|CGRP-alpha
650,797,CALCB|CALC2|FLJ30166|CGRP-II
651,798,CALCP|CALC3
652,799,CALCR|CTR
653,800,CALD1|CDM|H-CAD|L-CAD
654,801,CALM1|CALML2|CAMI|PHKD|DD132
655,802,CALM1P1|CALML1
656,804,CALM1P2|TCAG_1643085
657,805,CALM2|PHKD|CAMII
658,806,CALM2P2
659,807,CALM2P3
660,808,CALM3|PHKD
661,810,CALML3|CLP
662,811,CALR|RO|SSA|cC1qR|CRT|FLJ26680
663,813,CALU
664,814,CAMK4|CaMK-GR|CaMKIV
665,815,CAMK2A|CAMKA|KIAA0968|CaMKIINalpha|CaMKIIα
666,816,CAMK2B|CAMKB|CAM2|CAMK2|CaMKIIβ
667,817,CAMK2D|CAMKD
668,818,CAMK2G|CAMKG
669,819,CAMLG|CAML|GET2
670,820,CAMP|CAP18|FALL39|FALL-39|LL37
671,821,CANX|CNX|IP90|P90
672,822,CAPG|AFCP|MCP
673,823,CAPN1|muCANP|muCL|CANP|CANPL1
674,824,CAPN2|mCANP|CANPml|CANPL2
675,825,CAPN3|LGMD2|LGMD2A|CANP3|p94|nCL-1
676,826,CAPNS1|CAPN4|CANP|CANPS|30K|CDPS
677,827,CAPN6|CAPNX|CalpM|CANPX
678,828,CAPS|CAPS1|MGC126562
679,829,CAPZA1
680,830,CAPZA2|CAPZ|CAPPA2
681,831,CAST
682,832,CAPZB
683,833,CARS1|CARS
684,834,CASP1|IL1BC|ICE
685,835,CASP2|NEDD2|ICH1|PPP1R57|MGC2181
686,836,CASP3|CPP32|CPP32B|Yama|apopain
687,837,CASP4|ICE(rel)II|ICH-2|TX
688,838,CASP5|ICE(rel)III
689,839,CASP6|MCH2
690,840,CASP7|MCH3|CMH-1|ICE-LAP3
691,841,CASP8|MCH5|MACH|FLICE|Casp-8
692,842,CASP9|MCH6|ICE-LAP6|APAF-3|PPP1R56
693,843,CASP10|MCH4
694,844,CASQ1|CASQ|PDIB1
695,845,CASQ2|PDIB2
696,846,CASR|HHC|HHC1|FHH|NSHPT|GPRC2A
697,847,CAT
698,856,CATR1
699,857,CAV1|CAV
700,858,CAV2|CAV
701,859,CAV3|VIP-21|LGMD1C|VIP21|LQT9
702,860,RUNX2|CCD|CBFA1|CCD1|AML3|PEBP2A1|PEBP2aA1
703,861,RUNX1|AML1|CBFA2|PEBP2A2|AMLCR1
704,862,RUNX1T1|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2
705,863,CBFA2T3|MTGR2|ZMYND4|MTG16|RUNX1T3|ETO2
706,864,RUNX3|CBFA3|AML2|PEBP2A3
707,865,CBFB|PEBP2B
708,866,SERPINA6|CBG
709,867,CBL|CBL2|RNF55|c-Cbl
710,868,CBLB|RNF56|Cbl-b
711,869,CBLN1
712,871,SERPINH1|CBP1|CBP2|SERPINH2|HSP47|colligen
713,873,CBR1|CBR|SDR21C1
714,874,CBR3|SDR21C2
715,875,CBS|HIP4
716,881,CCIN|KBTBD14|BTBD20
717,883,KYAT1|CCBL1|KATI|GTK
718,885,CCK
719,886,CCKAR
720,887,CCKBR
721,889,KRIT1|CCM1|CAM
722,890,CCNA2|CCNA|CCN1
723,891,CCNB1|CCNB
724,892,CCNC|CycC
725,894,CCND2
726,895,CCND2P1|CCND2P
727,896,CCND3
728,897,CCND3P1|CCND3P
729,898,CCNE1|CCNE
730,899,CCNF|FBX1|FBXO1
731,900,CCNG1|CCNG
732,901,CCNG2
733,902,CCNH|p34|p37|CycH
734,904,CCNT1|HIVE1|CCNT|CYCT1
735,905,CCNT2
736,908,CCT6A|CCT6|TTCP20|TCPZ|Cctz|HTR3|TCP20
737,909,CD1A|CD1
738,910,CD1B|CD1
739,911,CD1C|CD1
740,912,CD1D
741,913,CD1E
742,914,CD2|SRBC
743,915,CD3D|T3D
744,916,CD3E
745,917,CD3G
746,919,CD247|CD3Z|CD3H|CD3Q
747,920,CD4
748,921,CD5|LEU1|T1
749,922,CD5L|API6|Spalpha
750,923,CD6|Tp120
751,924,CD7|GP40|LEU-9|TP41|Tp40
752,925,CD8A|CD8
753,926,CD8B|CD8B1
754,927,CD8B2|CD8BP
755,928,CD9|MIC3|BA2|P24|TSPAN29|MRP-1
756,929,CD14
757,930,CD19
758,931,MS4A1|CD20|B1|Bp35|MS4A2
759,932,MS4A3|CD20L|HTM4
760,933,CD22|SIGLEC-2|SIGLEC2
761,935,CD24P1|CD24L1
762,936,CD24P2|CD24L2
763,937,CD24P3|CD24L3
764,938,CD24P4|CD24L4
765,939,CD27|TNFRSF7|S152|Tp55
766,940,CD28
767,941,CD80|CD28LG|CD28LG1|B7.1|B7-1
768,942,CD86|CD28LG2|B7.2|B7-2
769,943,TNFRSF8|CD30|D1S166E|KI-1
770,944,TNFSF8|CD30LG|CD153
771,945,CD33|SIGLEC3|SIGLEC-3|p67|FLJ00391
772,946,SIGLEC6|CD33L|CD33L1|OB-BP1|SIGLEC-6|CD327
773,947,CD34
774,948,CD36|SCARB3|GPIV|FAT|GP4|GP3B
775,949,SCARB1|CD36L1|SRB1|CLA-1|CLA1|SR-BI
776,950,SCARB2|CD36L2|HLGP85|LIMPII|SR-BII|LIMP-2
777,951,CD37|TSPAN26
778,952,CD38
779,953,ENTPD1|CD39|NTPDase-1|ATPDase|SPG64
780,954,ENTPD2|CD39L1|NTPDase-2
781,956,ENTPD3|CD39L3|NTPDase-3|HB6
782,957,ENTPD5|CD39L4|PCPH|NTPDase-5
783,958,CD40|TNFRSF5|p50|Bp50
784,959,CD40LG|HIGM1|IMD3|TNFSF5|CD40L|TRAP|gp39|hCD40L|CD154
785,960,CD44|MIC4|MDU2|MDU3|IN|MC56|Pgp1|CD44R|HCELL|CSPG8
786,961,CD47|MER6|IAP|OA3
787,962,CD48|BCM1|BLAST|mCD48|hCD48|SLAMF2
788,963,CD53|MOX44|TSPAN25
789,965,CD58|LFA3
790,966,CD59|MIC11|MIN1|MSK21|MIN2|MIN3|16.3A5|EJ16|EJ30|EL32|G344|p18-20
791,967,CD63|MLA1|ME491|TSPAN30
792,968,CD68|SCARD1|macrosialin|GP110|DKFZp686M18236|LAMP4
793,969,CD69|CLEC2C
794,970,CD70|CD27LG|TNFSF7|CD27L
795,971,CD72|LYB2|CD72b
796,972,CD74|DHLAG
797,973,CD79A|IGA|MB-1
798,974,CD79B|IGB|B29
799,975,CD81|TAPA1|TAPA-1|TSPAN28
800,976,ADGRE5|CD97|TM7LN1
801,977,CD151|SFA-1|PETA-3|TSPAN24|RAPH
802,978,CDA|CDD
803,983,CDK1|CDC2|CDC28A
804,984,CDK11B|CDC2L1|CDK11-p110|CDK11-p58|CDK11-p46
805,987,LRBA|CDC4L|BGL|LAB300|LBA
806,988,CDC5L|PCDC5RP|hCDC5|CEF1|CDC5
807,989,SEPTIN7|CDC10|SEPT7|CDC3|SEPT7A
808,990,CDC6|CDC18L
809,991,CDC20|p55CDC|CDC20A
810,993,CDC25A
811,994,CDC25B
812,995,CDC25C|CDC25|PPP1R60
813,996,CDC27|D0S1430E|D17S978E|APC3|ANAPC3|NUC2
814,997,CDC34|E2-CDC34|UBE2R1|UBC3
815,998,CDC42|G25K|CDC42Hs
816,999,CDH1|UVO|uvomorulin|CD324
817,1000,CDH2|NCAD|CDHN|CD325
818,1001,CDH3|CDHP|PCAD
819,1002,CDH4
820,1003,CDH5|7B4|CD144
821,1004,CDH6
822,1005,CDH7
823,1006,CDH8
824,1007,CDH9
825,1008,CDH10
826,1009,CDH11|OB|CAD11
827,1010,CDH12|Br-cadherin|CDHB
828,1011,CDH12P2|CDH12P|C41-CAD
829,1012,CDH13|CDHH
830,1013,CDH15|CDH3|CDH14
831,1014,CDH16
832,1015,CDH17|HPT-1|cadherin
833,1016,CDH18|CDH14|EY-CADHERIN
834,1017,CDK2
835,1018,CDK3
836,1019,CDK4|PSK-J3
837,1020,CDK5|PSSALRE
838,1021,CDK6|PLSTIRE
839,1022,CDK7|CAK1|CDKN7|MO15|STK1|CAK
840,1024,CDK8|K35
841,1025,CDK9|CDC2L4|PITALRE|C-2k|TAK
842,1026,CDKN1A|CDKN1|P21|CIP1|WAF1|SDI1|CAP20|p21CIP1|p21Cip1/Waf1|p21
843,1027,CDKN1B|KIP1|P27KIP1
844,1028,CDKN1C|BWCR|BWS|P57|KIP2
845,1029,CDKN2A|CDKN2|MLM|CDK4I|p16|INK4a|MTS1|CMM2|ARF|p19|p14|INK4|p16INK4a|p19Arf|p14ARF
846,1030,CDKN2B|P15|MTS2|INK4B|TP15|CDK4I|p15INK4b
847,1031,CDKN2C|INK4C|p18
848,1032,CDKN2D|INK4D|p19
849,1033,CDKN3|KAP|CDI1
850,1036,CDO1
851,1038,CDR1|CDR|CDR62A|CDR34
852,1039,CDR2|CDR62|Yo
853,1040,CDS1
854,1041,CDSN|D6S586E
855,1043,CD52|CDW52|HE5|EDDM5
856,1044,CDX1
857,1045,CDX2|CDX3
858,1046,CDX4
859,1047,CLGN
860,1048,CEACAM5|CEA|CD66e
861,1050,CEBPA|CEBP|C/EBP-alpha
862,1051,CEBPB|TCF5|LAP|CRP2|NFIL6|IL6DBP|C/EBP-beta
863,1052,CEBPD|CRP3|CELF|C/EBP-delta|NF-IL6-beta
864,1053,CEBPE|CRP1
865,1054,CEBPG|GPE1BP|IG/EBP-1
866,1056,CEL|BSSL|MODY8
867,1057,CELP|CELL
868,1058,CENPA|CENP-A|CenH3
869,1059,CENPB
870,1060,CENPC|CENPC1|CENP-C|hcp-4|MIF2
871,1061,CENPCP1|CENPC|CENPC2|CENPC1P1
872,1062,CENPE|KIF10|PPP1R61
873,1063,CENPF|hcp-1
874,1066,CES1|HMSE|CES2|HMSE1|SES1|CEH|CES1A1|CES1A2
875,1068,CETN1|CETN|CEN1
876,1069,CETN2|CALT|CEN2
877,1070,CETN3|CEN3
878,1071,CETP|BPIFF
879,1072,CFL1|CFL
880,1073,CFL2|NEM7
881,1074,CFL1P5|CFLL1|CFLP5
882,1075,CTSC|PLS|PALS|DPP1
883,1080,CFTR|CF|ABCC7|MRP7|ABC35|TNR-CFTR|dJ760C5.1|CFTR/MRP
884,1081,CGA|HCG|GPHa|GPHA1|FSHA|LHA|TSHA|GPA1
885,1082,CGB3|CGB
886,1084,CEACAM3|CGM1|CD66d
887,1085,CEACAMP5|CGM12
888,1086,CEACAMP11|CGM18
889,1087,CEACAM7|CGM2|CEA
890,1088,CEACAM8|CGM6|CD66b
891,1089,CEACAM4|CGM7
892,1090,CEACAMP1|CGM8
893,1091,CEACAMP2|CGM9
894,1092,CEACAMP3|CGM10|CEACAM24P
895,1093,CEACAMP4|CGM11
896,1094,CEACAMP6|CGM13
897,1095,CEACAMP7|CGM14
898,1096,CEACAMP8|CGM15
899,1097,CEACAMP9|CGM16
900,1098,CEACAMP10|CGM17
901,1101,CHAD|SLRR4A
902,1102,RCBTB2|CHC1L
903,1103,CHAT
904,1104,RCC1|CHC1
905,1105,CHD1
906,1106,CHD2|FLJ38614|DKFZp547I1315|DKFZp781D1727|DKFZp686E01200
907,1107,CHD3|Mi-2a|ZFH|Mi2-ALPHA
908,1108,CHD4|Mi-2b|Mi2-BETA
909,1109,AKR1C4|CHDR|DD4|HAKRA|C11|3-alpha-HSD|CDR|MGC22581
910,1111,CHEK1|CHK1
911,1112,FOXN3|C14orf116|CHES1
912,1113,CHGA
913,1114,CHGB|SCG1|SgI
914,1116,CHI3L1|GP39|YKL40|YK-40
915,1117,CHI3L2|YKL-39|YKL39
916,1118,CHIT1|CHIT|CHI3
917,1119,CHKA|CHK|CKI
918,1120,CHKB|CHKL|CHETK
919,1121,CHM|TCD|DXS540|REP-1
920,1122,CHML|REP-2
921,1123,CHN1|CHN|DURS2|RhoGAP2|ARHGAP2|n-chimerin
922,1124,CHN2|ARHGAP3|RhoGAP3
923,1128,CHRM1
924,1129,CHRM2
925,1130,LYST|CHS1|CHS
926,1131,CHRM3
927,1132,CHRM4
928,1133,CHRM5
929,1134,CHRNA1|CHRNA
930,1135,CHRNA2
931,1136,CHRNA3
932,1137,CHRNA4|EBN|EBN1|BFNC
933,1138,CHRNA5
934,1139,CHRNA7
935,1140,CHRNB1|CHRNB
936,1141,CHRNB2
937,1142,CHRNB3
938,1143,CHRNB4
939,1144,CHRND|ACHRD
940,1145,CHRNE|ACHRE
941,1146,CHRNG|ACHRG
942,1147,CHUK|TCF16|IKK1|IKK-alpha|IkBKA|NFKBIKA|IKKA
943,1149,CIDEA|CIDE-A
944,1152,CKB|CKBB
945,1153,CIRBP|CIRP
946,1154,CISH|CIS|G18|CIS-1|SOCS
947,1155,TBCB|CKAP1|CG22|CKAPI
948,1157,CKBP1
949,1158,CKM|CKMM
950,1159,CKMT1B|CKMT|CKMT1|UMTCK
951,1160,CKMT2|SMTCK
952,1161,ERCC8|CKN1|CSA
953,1163,CKS1B|ckshs1|CKS1
954,1164,CKS2
955,1173,AP2M1|CLAPM1|AP50|mu2
956,1174,AP1S1|CLAPS1|EKV3|AP19|SIGMA1A|WUGSC:H_DJ0747G18.2
957,1175,AP2S1|CLAPS2|HHC3|FBHOk|FBH3
958,1176,AP3S1|CLAPS3
959,1178,CLC|LGALS10|MGC149659|Gal-10
960,1179,CLCA1|CaCC|CLCRG1
961,1180,CLCN1|CLC1|ClC-1
962,1181,CLCN2|CLC2|EJM6|ClC-2
963,1182,CLCN3|CLC3|ClC-3
964,1183,CLCN4|CLC4|ClC-4
965,1184,CLCN5|NPHL2|NPHL1|DENTS|XLRH|hClC-K2|hCIC-K2|CLC5|XRN|ClC-5
966,1185,CLCN6|CLC-6|KIAA0046|ClC-6
967,1186,CLCN7|CLC-7|OPTA2|CLC7|ClC-7|PPP1R63
968,1187,CLCNKA|hClC-Ka
969,1188,CLCNKB|hClC-Kb
970,1191,CLU|CLI|APOJ|SGP-2|SP-40|TRPM-2|KUB1|CLU1|CLU2
971,1192,CLIC1|NCC27|p64CLCP|G6|CLCNL1
972,1193,CLIC2|XAP121|CLCNL2
973,1195,CLK1
974,1196,CLK2
975,1197,CLK2P1|CLK2P
976,1198,CLK3
977,1200,TPP1|CLN2|SCAR7|LPIC|TPP-1
978,1201,CLN3|BTS|JNCL|BTN1
979,1203,CLN5
980,1204,CLNS1AP1|CLNS1B|ICln
981,1207,CLNS1A|CLCI|ICln
982,1208,CLPS
983,1209,CLPTM1
984,1211,CLTA|Lca
985,1212,CLTB|Lcb
986,1213,CLTC|CLTCL2|Hc
987,1215,CMA1
988,1230,CCR1|SCYAR1|CMKBR1|CKR-1|MIP1aR|CD191
989,1232,CCR3|CMKBR3|CC-CKR-3|CKR3|CD193
990,1233,CCR4|CC-CKR-4|CMKBR4|CKR4|k5-5|ChemR13|CD194
991,1234,CCR5|CMKBR5|CKR-5|CC-CKR-5|CKR5|CD195|IDDM22
992,1235,CCR6|STRL22|CKR-L3|GPR-CY4|CMKBR6|GPR29|DRY-6|DCR2|BN-1|CD196
993,1236,CCR7|CMKBR7|EBI1|BLR2|CDw197|CD197
994,1237,CCR8|CMKBRL2|CMKBR8|CY6|TER1|CKR-L1|GPR-CY6|CDw198
995,1238,ACKR2|CMKBR9|CCBP2|CCR10|D6|CCR9
996,1240,CMKLR1|RVER1
997,1241,LTB4R|P2RY7|GPR16|CMKRL1|BLTR|P2Y7|LTB4R1
998,1244,ABCC2|CMOAT|DJS|MRP2|cMRP
999,1258,CNGB1|CNCG2|CNCG3L|RCNC2|RCNCb|GARP|GAR1|CNGB1B|RP45
1000,1259,CNGA1|CNCG1|CNCG|RCNC1|RCNCa|CNG1|RP49
1001,1260,CNGA2|CNCA1|CNCA|CNG2|OCNC1|OCNCa|OCNCALPHA|OCNCalpha|FLJ46312
1002,1261,CNGA3|CNCG3|ACHM2|CCNC1|CCNCa|CNG3
1003,1262,CNGA4|CNCA2|CNGB2|OCNC2|OCNCb|CNG5
1004,1263,PLK3|CNK|FNK|PRK
1005,1264,CNN1|SMCC|Sm-Calp
1006,1265,CNN2
1007,1266,CNN3
1008,1267,CNP
1009,1268,CNR1|CNR|CB1K5|CB-R|CB1|CANN6|CB1A
1010,1269,CNR2|CB2
1011,1270,CNTF|HCNTF
1012,1271,CNTFR
1013,1272,CNTN1|F3|GP135
1014,1277,COL1A1|OI4
1015,1278,COL1A2|OI4
1016,1279,COL1AR
1017,1280,COL2A1|SEDC|AOM|STL1
1018,1281,COL3A1|EDS4A
1019,1282,COL4A1
1020,1284,COL4A2|FLJ22259|DKFZp686I14213
1021,1285,COL4A3
1022,1286,COL4A4|CA44
1023,1287,COL4A5|ASLN|ATS
1024,1288,COL4A6
1025,1289,COL5A1
1026,1290,COL5A2
1027,1291,COL6A1
1028,1292,COL6A2
1029,1293,COL6A3
1030,1294,COL7A1|EBDCT|EBD1|EBR1
1031,1295,COL8A1|C3orf7|MGC9568
1032,1296,COL8A2|FECD|PPCD|FECD1|PPCD2
1033,1297,COL9A1
1034,1298,COL9A2|EDM2|MED
1035,1299,COL9A3|IDD|MED|EDM3|FLJ90759|DJ885L7.4.1
1036,1300,COL10A1
1037,1301,COL11A1|COLL6|DFNA37|STL2|CO11A1
1038,1302,COL11A2|DFNA13|DFNB53|HKE5
1039,1303,COL12A1|COL12A1L
1040,1305,COL13A1
1041,1306,COL15A1
1042,1307,COL16A1
1043,1308,COL17A1|BPAG2|BP180
1044,1310,COL19A1
1045,1311,COMP|PSACH|EDM1|EPD1|MED|THBS5
1046,1312,COMT
1047,1314,COPA|HEP-COP
1048,1315,COPB1|COPB
1049,1316,KLF6|BCD1|ST12|COPEB|CPBP|GBF|Zf9|PAC1
1050,1317,SLC31A1|COPT1|hCTR1|CTR1
1051,1318,SLC31A2|COPT2|hCTR2|CTR2
1052,1325,CORT|MGC32686
1053,1326,MAP3K8|COT|ESTF|Tpl-2|EST|c-COT|MEKK8
1054,1327,COX4I1|COX4|COX4-1
1055,1329,COX5B
1056,1330,COX5BP1|COX5BL1
1057,1331,COX5BP2|COX5BL2
1058,1332,COX5BP3|COX5BL3
1059,1333,COX5BP4|COX5BL4
1060,1336,COX5BP7|COX5BL7
1061,1337,COX6A1|COX6A
1062,1338,COX6A1P1|COX6A1P
1063,1339,COX6A2
1064,1340,COX6B1|COX6B|COXG
1065,1342,COX6B1P2|COX6BP2
1066,1343,COX6B1P3|COX6BP3
1067,1345,COX6C
1068,1346,COX7A1|COX7A|COX7AH
1069,1347,COX7A2|COXVIIa-L|COX7AL
1070,1348,COX7A2P2|COX7A3|COX7AP2|COX7AL2
1071,1349,COX7B
1072,1350,COX7C
1073,1351,COX8A|COX8|COX8-2|COX8L|VIII-L|COX|VIII
1074,1352,COX10
1075,1353,COX11|COX11P
1076,1355,COX15|CEMCOX2
1077,1356,CP
1078,1357,CPA1|CPA
1079,1358,CPA2
1080,1359,CPA3
1081,1360,CPB1
1082,1361,CPB2|CPU|PCPB|TAFI
1083,1362,CPD|GP180
1084,1363,CPE
1085,1364,CLDN4|CPETR|CPETR1|CPE-R|WBSCR8|hCPE-R
1086,1365,CLDN3|C7orf1|CPETR2|RVP1|CPE-R2|HRVP1
1087,1366,CLDN7|CEPTRL2|CPETRL2|Hs.84359
1088,1368,CPM
1089,1369,CPN1
1090,1370,CPN2|ACBP
1091,1371,CPOX|CPO|CPX|HCP
1092,1373,CPS1
1093,1374,CPT1A|CPT1|CPT1-L|L-CPT1
1094,1375,CPT1B|M-CPT1|CPT1-M
1095,1376,CPT2|CPT1|CPTASE
1096,1378,CR1|CD35|KN
1097,1379,CR1L
1098,1380,CR2|CD21|C3DR
1099,1381,CRABP1|RBP5|CRABP|CRABP-I|CRABPI
1100,1382,CRABP2|CRABP-II
1101,1384,CRAT|CAT1
1102,1385,CREB1
1103,1386,ATF2|CREB2|TREB7|CRE-BP1|HB16
1104,1387,CREBBP|RSTS|RTS|CBP|KAT3A
1105,1388,ATF6B|CREBL1|G13
1106,1389,CREBL2
1107,1390,CREM|hCREM-2
1108,1392,CRH|CRF|CRH1
1109,1393,CRHBP|CRF-BP|CRFBP
1110,1394,CRHR1|CRHR|CRF-R|CRF1
1111,1395,CRHR2|CRF2|CRF-RB|HM-CRF
1112,1396,CRIP1|CRIP
1113,1397,CRIP2|CRP2|ESP1
1114,1398,CRK
1115,1399,CRKL
1116,1400,CRMP1|DRP-1|DPYSL1
1117,1401,CRP|PTX1
1118,1404,HAPLN1|CRTL1
1119,1406,CRX|CORD2|CRD|LCA7|OTX3
1120,1407,CRY1|PHLL1
1121,1408,CRY2
1122,1409,CRYAA|CRYA1|HSPB4
1123,1410,CRYAB|CRYA2|HSPB5
1124,1411,CRYBA1|CRYB1
1125,1412,CRYBA2
1126,1413,CRYBA4
1127,1414,CRYBB1
1128,1415,CRYBB2|CCA2|CRYB2A|CRYB2
1129,1416,CRYBB2P1|CRYB2B
1130,1417,CRYBB3|CRYB3
1131,1418,CRYGA|CRYG1|CRYG5|CRY-g-A
1132,1419,CRYGB|CRYG2
1133,1420,CRYGC|CRYG3
1134,1421,CRYGD|CRYG4
1135,1423,CRYGFP|CRYG6|CRYGFP1|p1
1136,1424,CRYGGP|CRYGGP1
1137,1427,CRYGS|CRYG8
1138,1428,CRYM|DFNA40
1139,1429,CRYZ
1140,1430,CRYZP1
1141,1431,CS
1142,1432,MAPK14|CSPB1|CSBP1|CSBP2|PRKM14|p38|Mxi2|PRKM15
1143,1434,CSE1L|CAS|XPO2|CSE1
1144,1435,CSF1|M-CSF|MCSF|MGC31930
1145,1436,CSF1R|FMS|C-FMS|CSFR|CD115
1146,1437,CSF2|GM-CSF|GMCSF
1147,1438,CSF2RA|CSF2R|CD116|alphaGMR
1148,1439,CSF2RB|IL3RB|IL5RB|CD131|betaGMR
1149,1440,CSF3|GCSF|G-CSF|C17orf33|MGC45931
1150,1441,CSF3R|CD114|GCSFR
1151,1442,CSH1|hCS-A|CSA|PL|CSMT|FLJ75407
1152,1443,CSH2|hCS-B|CSB|CS-2
1153,1444,CSHL1|CSHP1|hCS-L|CSL|CS-5|MGC149868
1154,1445,CSK
1155,1446,CSN1S1|CASA|CSN1
1156,1447,CSN2|CASB
1157,1448,CSN3|CSN10
1158,1452,CSNK1A1|CK1|CK1a|CK1alpha|CKIa|CKIalpha
1159,1453,CSNK1D|HCKID|CKID|CKIdelta
1160,1454,CSNK1E|HCKIE|CKIE|CKIepsilon
1161,1455,CSNK1G2|CK1g2
1162,1456,CSNK1G3
1163,1457,CSNK2A1|Cka1|Cka2
1164,1459,CSNK2A2|CSNK2A1|CK2alpha'
1165,1460,CSNK2B|Ckb1|Ckb2
1166,1462,VCAN|CSPG2|PG-M
1167,1463,NCAN|CSPG3
1168,1464,CSPG4|MCSPG|MEL-CSPG|MSK16|NG2|MCSP|HMW-MAA|CSPG4A
1169,1465,CSRP1|CYRP|CSRP|D1S181E
1170,1466,CSRP2|SmLIM|CRP2|LMO5
1171,1467,CSRP2P1|CSRP2P
1172,1468,SLC25A10|DIC
1173,1469,CST1
1174,1470,CST2
1175,1471,CST3
1176,1472,CST4
1177,1473,CST5
1178,1474,CST6
1179,1475,CSTA|STF1|STFA
1180,1476,CSTB|EPM1|STFB|CST6|PME
1181,1477,CSTF1
1182,1478,CSTF2|CstF-64
1183,1479,CSTF3|CstF-77
1184,1480,CSTP1|dJ850N15.1
1185,1481,CSTP2
1186,1485,CTAG1B|CTAG|CTAG1|NY-ESO-1|LAGE2B|LAGE2A|ESO1|CT6.1
1187,1486,CTBS|CTB
1188,1487,CTBP1|BARS
1189,1488,CTBP2|ribeye
1190,1489,CTF1|CT-1|CT1
1191,1490,CCN2|CTGF|IGFBP8
1192,1491,CTH
1193,1493,CTLA4|CELIAC3|IDDM12|CD152|CD|GSE|CTLA-4
1194,1495,CTNNA1|CAP102
1195,1496,CTNNA2|CAP-R|CT114
1196,1497,CTNS|CTNS-LSB|PQLC4|SLC66A4
1197,1498,CTNNA1P1|CTNNAP1
1198,1499,CTNNB1|CTNNB|beta-catenin|armadillo
1199,1500,CTNND1|CTNND|KIAA0384|p120|p120cas|p120ctn
1200,1501,CTNND2|NPRAP|GT24
1201,1503,CTPS1|CTPS|GATD5
1202,1504,CTRB1|CTRB
1203,1506,CTRL
1204,1508,CTSB
1205,1509,CTSD|CPSD|CLN10
1206,1510,CTSE
1207,1511,CTSG|CG
1208,1512,CTSH|CPSB|ACC-4|ACC-5|ACC4|ACC5
1209,1513,CTSK|CTSO2|CTSO|PYCD|PKND
1210,1514,CTSL|CTSL1|FLJ31037
1211,1515,CTSV|CTSL2|CTSU
1212,1517,CTSLP2|CTSLL2|CTSL1P2|CTSLP5|CTSLL5|CTSL1P5|CTSLP7|CTSLL7|CTSL1P7|bA342C24.4|bA144G6.6
1213,1518,CTSLP8|CTSL1P8
1214,1519,CTSO|CTSO1
1215,1520,CTSS
1216,1521,CTSW
1217,1522,CTSZ|CTSX
1218,1523,CUX1|CUTL1|CDP|CDP1|CUX|CUT|Clox|CDP/Cut|CDP/Cux|Cux/CDP|CASP|GOLIM6
1219,1524,CX3CR1|GPR13|CMKBRL1|CMKDR1|V28|CCRL1
1220,1525,CXADR|CAR
1221,1527,TEX28|CXorf2|fTEX
1222,1528,CYB5A|CYB5
1223,1531,CYB5AP3|CYB5P3|Psgb-5-1
1224,1532,CYB5AP4|CYB5P4|bA189G24.1|Psgb-5-2
1225,1534,CYB561|FRRS2|CYB561A1
1226,1535,CYBA|p22-PHOX
1227,1536,CYBB|CGD|GP91-PHOX|NOX2
1228,1537,CYC1|UQCR4
1229,1538,CYLC1
1230,1539,CYLC2
1231,1540,CYLD|CYLD1|KIAA0849|USPL2
1232,1543,CYP1A1|CYP1|P450DX|P1-450|P450-C|CP11
1233,1544,CYP1A2|P3-450|CP12
1234,1545,CYP1B1|GLC3A|CP1B
1235,1548,CYP2A6|CYP2A3|CPA6|CYP2A
1236,1549,CYP2A7|CYP2A
1237,1550,CYP2A7P1|CYP2A18PN|CYP2A7PT
1238,1551,CYP3A7|CP37|P450-HFLA
1239,1553,CYP2A13|CPAD|CYP2A
1240,1555,CYP2B6|CYP2B|CPB6|CYPIIB6
1241,1556,CYP2B7P|CYP2B7P1|CYP2B
1242,1557,CYP2C19|CYP2C|P450IIC19|CPCJ
1243,1558,CYP2C8|CPC8
1244,1559,CYP2C9|CYP2C10|P450IIC9
1245,1562,CYP2C18|CYP2C17|P450IIC17|CPCI|CYP2C
1246,1564,CYP2D7|CYP2D|CYP2D@|CYP2D7P1|CYP2D7P
1247,1565,CYP2D6|CYP2DL1|CYP2D7P2|CYP2D7BP|CYP2D8P2|CYP2D7AP|CPD6|P450-DB1|CYP2D|P450C2D
1248,1568,CYP2D8P|CYP2DP1|CYP2D8P1
1249,1571,CYP2E1|CYP2E
1250,1572,CYP2F1|CYP2F
1251,1573,CYP2J2
1252,1576,CYP3A4|CYP3A3
1253,1577,CYP3A5|PCN3|P450PCN3|CP35
1254,1578,CYP3A51P|CYP3A5P1|CYP3A5-de13c|CYP3A5-de1b2b
1255,1579,CYP4A11|CYP4A2|CYP4AII
1256,1580,CYP4B1
1257,1581,CYP7A1|CYP7
1258,1582,CYP8B1|CYP12
1259,1583,CYP11A1|CYP11A|P450SCC
1260,1584,CYP11B1|CYP11B|P450C11|FHI|CPN1
1261,1585,CYP11B2|CYP11B|CYP11BL|CPN2|P-450C18|P450aldo|ALDOS
1262,1586,CYP17A1|CYP17|P450C17|CPT7|S17AH
1263,1587,ADAM3A|CYRN1|ADAM3|tMDCI
1264,1588,CYP19A1|CYP19|ARO|P-450AROM|CPV1|ARO1|CYAR|aromatase
