#virus-ID,virus-name,NCBI-virus-protein-ID,virus-protein
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),101449474,GD|GD_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),5726697,TRM3|TRM3_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),840521,GK|GK_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),101451751,NEC2|NEC2_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),5726125,RIR1|RIR1_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),9829361,US02|US02_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),110904092,RIR2|RIR2_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),107843476,OBP|OBP_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),41913,GM|GM_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),5723238,CEP1|CEP1_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),112288183,LTP|LTP_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),8658587,ICP0|ICP0_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),2703452,US9|US9_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),107761694,NEC1|NEC1_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),251202,GE|GE_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),18983507,MCP|MCP_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),46847293,UNG|UNG_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),2703371,UL20|UL20_HHV11
10299,Human alphaherpesvirus 1 strain 17|Herpes simplex virus (type 1 / strain 17),839401,AN|AN_HHV11
35304,Bunyamwera virus|Bunyamwera bunyavirus group|Bunyamwera serogroup|Bunyamwera virus group,956557,NSS|NSS_BUNYW
10588,Human papillomavirus type 39|Human papillomavirus - 39,544230,VE2|VE2_HPV39
2169971,Visna-maedi virus|Maedi visna virus|Maedi visna virus MVV|Maedi-Visna virus|Maedi/Visna virus|Visna lentivirus|Visna virus|Visna/maedi virus,35904,NP|NP_040842
2169971,Visna-maedi virus|Maedi visna virus|Maedi visna virus MVV|Maedi-Visna virus|Maedi/Visna virus|Visna lentivirus|Visna virus|Visna/maedi virus,35904,NP|NP_040844
354090,UR2 sarcoma virus|Avian sarcoma virus (STRAIN UR2)|Avian sarcoma virus UR2,100141955,GAG|GAG_AVISU
578843,Rotavirus A human/BEL/4106/2000 G3P11[14]|Rotavirus A (isolate Human/Belgium/4106/2000 G3-P11[14]),820888,NSP4|NSP4_ROT41
578843,Rotavirus A human/BEL/4106/2000 G3P11[14]|Rotavirus A (isolate Human/Belgium/4106/2000 G3-P11[14]),820886,NSP3|NSP3_ROT41
380337,Influenza A virus (A/equine/Prague/1/1956(H7N7))|Influenza A virus (A/eq/Prague/1/1956(H7N7))|Influenza A virus (A/equine/Prague/1/56 (H7N7))|Influenza A virus (A/equine/Praque/1/1956(H7N7))|Influenza A virus (A/equine/prague/56(H7N7))|Influenza A virus (STRAIN A/EQUINE/PRAGUE/1/56),100533373,NEP|NEP_I56A3
380337,Influenza A virus (A/equine/Prague/1/1956(H7N7))|Influenza A virus (A/eq/Prague/1/1956(H7N7))|Influenza A virus (A/equine/Prague/1/56 (H7N7))|Influenza A virus (A/equine/Praque/1/1956(H7N7))|Influenza A virus (A/equine/prague/56(H7N7))|Influenza A virus (STRAIN A/EQUINE/PRAGUE/1/56),827443,NS1|NS1_I56A3
11084,Tick-borne encephalitis virus|TBEV|FSME virus|tick-borne encephalitis virus TBEV,35904,NP|NP_775511
2043570,Zika virus ZIKV/H. sapiens/FrenchPolynesia/10087PF/2013|Zika virus isolate ZIKV/H.sapiens/FrenchPolynesia/10087PF/2013,34792,POLG|POLG_ZIKVF
512345,Hepatitis E virus swine/g3/United States/swUS1|Hepatitis E virus genotype 3 (isolate swine/United States/swUS1),116957718,POLN|POLN_HEVMG
11045,Rubella virus strain Therien|Rubella virus (strain THERIEN),116957718,POLN|POLN_RUBVT
386032,Reston ebolavirus - Reston (1989),920943,VP24|VP24_EBORR
299386,Equine arteritis virus Bucyrus|Equine arteritis virus (strain Bucyrus),48987694,RPOA|RPOA_EAVBU
10621,Human papillomavirus 9|Human papillomavirus - 9|Human papillomavirus type 9,544230,VE2|VE2_HPV09
10636,Murine polyomavirus strain A2|Mouse polyomavirus (strain A2),3355130,LT|LT_POVMA
10636,Murine polyomavirus strain A2|Mouse polyomavirus (strain A2),103407121,MT|MT_POVMA
408870,Dengue virus 3 Philippines/H87/1956|Dengue virus type 3 (strain Philippines/H87/1956)|Dengue virus type 3 Philippines/H87/1956,34792,POLG|POLG_DEN3P
10586,Human papillomavirus type 33|Human papilloma virus type 33|Human papillomavirus - 33,544230,VE2|VE2_HPV33
31635,Dengue virus 2 16681-PDK53|Dengue virus type 2 (strain 16681-PDK53)|Dengue virus type 2 16681-PDK53,34792,POLG|POLG_DEN27
122928,Norovirus GI|Human calicivirus genogroup 1|Norovirus genogroup 1|Norovirus genogroup I|Norwalk-like virus genogroup 1,35904,NP|NP_786945
122928,Norovirus GI|Human calicivirus genogroup 1|Norovirus genogroup 1|Norovirus genogroup I|Norwalk-like virus genogroup 1,35904,NP|NP_786948
402527,Influenza A virus (A/chicken/Scotland/1959(H5N1))|Influenza A virus (A/chicken/Scotland/59(H5N1))|Influenza A virus (STRAIN A/CHICKEN/SCOTLAND/59),100533373,NEP|NEP_I59A0
402527,Influenza A virus (A/chicken/Scotland/1959(H5N1))|Influenza A virus (A/chicken/Scotland/59(H5N1))|Influenza A virus (STRAIN A/CHICKEN/SCOTLAND/59),827443,NS1|NS1_I59A0
11660,Caprine arthritis encephalitis virus|CAEV|Caprine arthritis-encephalitis virus|caprine arthritis encephalitis virus CAEV|caprine arthritis-encephalitis virus- CAEV,35904,NP|NP_040941
128951,Ebola virus - Zaire (1995)|Ebola virus (strain Zaire-95)|Ebola virus strain Zaire-95|Zaire ebolavirus - Zaire (1995),920947,VP40|VP40_EBOZ5
333923,Human papillomavirus 5|Human papillomavirus type - 5|Human papillomavirus type 5,544230,VE2|VE2_HPV05
128952,Ebola virus - Mayinga- Zaire- 1976|EBOV-May|Ebola virus (strain Zaire Mayinga)|Ebola virus strain Zaire Mayinga|Zaire ebolavirus - Mayinga (Zaire- 1976)|Zaire ebolavirus Mayinga strain,920947,VP40|VP40_EBOZM
128952,Ebola virus - Mayinga- Zaire- 1976|EBOV-May|Ebola virus (strain Zaire Mayinga)|Ebola virus strain Zaire Mayinga|Zaire ebolavirus - Mayinga (Zaire- 1976)|Zaire ebolavirus Mayinga strain,920943,VP24|VP24_EBOZM
128952,Ebola virus - Mayinga- Zaire- 1976|EBOV-May|Ebola virus (strain Zaire Mayinga)|Ebola virus strain Zaire Mayinga|Zaire ebolavirus - Mayinga (Zaire- 1976)|Zaire ebolavirus Mayinga strain,920942,VP30|VP30_EBOZM
128952,Ebola virus - Mayinga- Zaire- 1976|EBOV-May|Ebola virus (strain Zaire Mayinga)|Ebola virus strain Zaire Mayinga|Zaire ebolavirus - Mayinga (Zaire- 1976)|Zaire ebolavirus Mayinga strain,920948,VP35|VP35_EBOZM
11078,Kunjin virus (STRAIN MRM61C),34792,POLG|POLG_KUNJM
10553,Fowl aviadenovirus 1|CELO|Adenovirus a1|Aviadenovirus gal1|Avian adenovirus gal1|Avian adenovirus gal1 (STRAIN PHELPS)|Fowl adenovirus 1|Fowl adenovirus 1 (CELO- 112- Phelps)|Fowl adenovirus gal1|avian adenovirus CELO|fowl adenovirus gal1 (STRAIN PHELPS),110940207,GAM1|GAM1_ADEG1
928296,Borna disease virus-V|Borna disease virus (strain V)|Borna disease virus strain V,9538188,X|X_BDVV
512346,Hepatitis E virus human/g1/India/Hyderabad|Hepatitis E virus genotype 1 (isolate human/India/Hyderabad),116957718,POLN|POLN_HEVHY
334203,Mupapillomavirus 1|Human papillomavirus - 1|Human papillomavirus 1,35904,NP|NP_597740
337042,Alphapapillomavirus 7|Human papillomavirus - 18|Human papillomavirus 18,35904,NP|NP_040314
337042,Alphapapillomavirus 7|Human papillomavirus - 18|Human papillomavirus 18,35904,NP|NP_040311
337042,Alphapapillomavirus 7|Human papillomavirus - 18|Human papillomavirus 18,35904,NP|NP_040313
10515,Human adenovirus 2|Adenovirus 2|Adenovirus type 2|Human adenovirus C2|Human adenovirus type 2|Human mastadenovirus 2|Mastadenovirus 2|Mastadenovirus h2|adenovirus-2,920217,DPOL|DPOL_ADE02
10515,Human adenovirus 2|Adenovirus 2|Adenovirus type 2|Human adenovirus C2|Human adenovirus type 2|Human mastadenovirus 2|Mastadenovirus 2|Mastadenovirus h2|adenovirus-2,4336986,SPIKE|SPIKE_ADE02
10515,Human adenovirus 2|Adenovirus 2|Adenovirus type 2|Human adenovirus C2|Human adenovirus type 2|Human mastadenovirus 2|Mastadenovirus 2|Mastadenovirus h2|adenovirus-2,379214,E1A|E1A_ADE02
10515,Human adenovirus 2|Adenovirus 2|Adenovirus type 2|Human adenovirus C2|Human adenovirus type 2|Human mastadenovirus 2|Mastadenovirus 2|Mastadenovirus h2|adenovirus-2,37073,ADP|ADP_ADE02
10515,Human adenovirus 2|Adenovirus 2|Adenovirus type 2|Human adenovirus C2|Human adenovirus type 2|Human mastadenovirus 2|Mastadenovirus 2|Mastadenovirus h2|adenovirus-2,28544357,E1BS|E1BS_ADE02
408686,Dengue virus 4 Philippines/H241/1956|Dengue virus type 4 Philippines/H241/1956,34792,POLG|POLG_DEN4P
417296,Bovine immunodeficiency virus R29|Bovine immunodeficiency virus (isolate R29),402813,ENV|ENV_BIV29
11082,West Nile virus|WNV,35904,NP|NP_776014
11082,West Nile virus|WNV,35904,NP|NP_776011
11082,West Nile virus|WNV,35904,NP|NP_776015
11082,West Nile virus|WNV,34792,POLG|POLG_WNV
11082,West Nile virus|WNV,35904,NP|NP_776010
11082,West Nile virus|WNV,35904,NP|NP_776022
121791,Nipah henipavirus|Nipah virus|Nipah-virus,654844,V|V_NIPAV
295027,Human herpesvirus 5 strain Merlin,2703439,US11|US11_HCMVM
295027,Human herpesvirus 5 strain Merlin,2703384,UL14|UL14_HCMVM
295027,Human herpesvirus 5 strain Merlin,103456462,VIE1|VIE1_HCMVM
295027,Human herpesvirus 5 strain Merlin,3077471,UL144|UL144_HCMVM
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),112280533,M2|M2_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),827443,NS1|NS1_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),3678371,PA|PA_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),107795055,PB2|PB2_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),101217987,M1|M1_I34A1
211044,Influenza A virus (A/Puerto Rico/8/1934(H1N1))|Influenza A virus (A/PR 8/34 (H1N1))|Influenza A virus (A/PR/8/1934(H1N1))|Influenza A virus (A/PR/8/34(H0N1))|Influenza A virus (A/PR/8/34(H1N1))|Influenza A virus (A/PR8/1934(H1N1))|Influenza A virus (A/Puerto Rico/8/1934(H0N1))|Influenza A virus (A/Puerto Rico/8/34(H1N1))|Influenza A virus (A/Puerto Rico/8/34)|Influenza A virus (STRAIN A/PUERTO RICO/8/34)|nfluenza A virus (A/PR 8/34(H1N1)),36109496,HEMA|HEMA_I34A1
