#DrugBank-ID,host-protein-ID,NCBI-host-protein-ID,gene
8597,94,90,ACVR1
8597,1770,2280,FKBP1A
5849,149,154,ADRB2
6845,1661,2147,F2
6845,4206,5644,PRSS1
6914,2407,3162,HMOX1
5234,209,231,AR
604,2554,3360,HTR4
604,2550,3356,HTR2A
604,2840,3757,KCNH2
604,2553,3359,HTR3A
4142,4306,5770,PTPN1
6512,2552,3358,HTR2C
6512,2550,3356,HTR2A
141,6343,8702,B4GALT4
141,2004,2683,B4GALT1
141,6344,8703,B4GALT3
141,6345,8704,B4GALT2
141,4458,5973,RENBP
141,11077,51172,NAGPA
141,12334,55577,NAGK
141,3442,4669,NAGLU
7134,4306,5770,PTPN1
678,173,185,AGTR1
7096,138,142,PARP1
4472,3000,3965,LGALS9
4172,3951,5328,PLAU
6335,1411,1803,DPP4
1832,1684,2175,FAH
477,2550,3356,HTR2A
477,4964,6609,SMPD1
477,143,147,ADRA1B
477,654,801,CALM1
477,1420,1812,DRD1
477,923,1128,CHRM1
477,2556,3362,HTR6
477,1423,1815,DRD4
477,1422,1814,DRD3
477,142,146,ADRA1A
477,2840,3757,KCNH2
477,2545,3350,HTR1A
477,2552,3358,HTR2C
477,1421,1813,DRD2
477,2557,3363,HTR7
477,926,1131,CHRM3
477,1323,1659,HRH1
477,13393,59340,HRH4
3397,1654,2135,EXTL2
3397,3205,4245,MGAT1
3397,1927,2582,GALE
3397,5026,6675,UAP1
8922,2550,3356,HTR2A
8922,1323,1659,HRH1
8922,2545,3350,HTR1A
8922,1423,1815,DRD4
8922,1421,1813,DRD2
1288,148,153,ADRB1
1288,150,155,ADRB3
1288,149,154,ADRB2
648,1730,2230,FDX1
648,1260,1584,CYP11B1
648,3875,5241,PGR
648,1627,2099,ESR1
648,209,231,AR
4269,4206,5644,PRSS1
12228,7543,10203,CALCRL
12228,649,796,CALCA
12228,650,797,CALCB
8692,1202,1504,CTRB1
307,4679,6257,RXRB
307,4680,6258,RXRG
307,4678,6256,RXRA
8503,4355,5837,PYGM
1656,3794,5144,PDE4D
1656,3792,5142,PDE4B
1656,3791,5141,PDE4A
1656,3793,5143,PDE4C
8534,834,1017,CDK2
12773,2594,3440,IFNA2
6921,1081,1360,CPB1
7292,3054,4048,LTA4H
8424,1142,1432,MAPK14
4714,1726,2224,FDPS
4714,6909,9453,GGPS1
184,903,1103,CHAT
184,934,1139,CHRNA7
184,937,1142,CHRNB3
184,1264,1588,CYP19A1
184,6545,8973,CHRNA6
184,12337,55584,CHRNA9
184,932,1137,CHRNA4
184,938,1143,CHRNB4
184,12906,57053,CHRNA10
184,931,1136,CHRNA3
184,936,1141,CHRNB2
184,930,1135,CHRNA2
184,933,1138,CHRNA5
8908,4455,5970,RELA
8908,7213,9817,KEAP1
51,1718,2214,FCGR3A
51,583,715,C1R
51,1719,2215,FCGR3B
51,584,716,C1S
51,6638,9103,FCGR2C
51,581,713,C1QB
51,1717,2213,FCGR2B
51,1714,2209,FCGR1A
51,580,712,C1QA
51,1716,2212,FCGR2A
51,5404,7124,TNF
51,582,714,C1QC
8143,1671,2159,F10
3333,618,760,CA2
810,930,1135,CHRNA2
810,923,1128,CHRM1
2375,3921,5294,PIK3CG
2375,2808,3716,JAK1
3135,5440,7167,TPI1
999,2859,3778,KCNMA1
999,617,759,CA1
999,618,760,CA2
4071,125,126,ADH1C
13868,3656,4948,P
8258,1598,2053,EPHX2
13919,173,185,AGTR1
575,142,146,ADRA1D
575,143,147,ADRA1B
575,142,146,ADRA1A
575,146,151,ADRA2B
575,145,150,ADRA2A
575,147,152,ADRA2C
13025,1421,1813,DRD2
13025,1422,1814,DRD3
2342,1234,1545,CYP1B1
2342,1232,1543,CYP1A1
2342,1046,1312,COMT
2342,2346,3091,HIF1A
2342,1264,1588,CYP19A1
9289,1422,1814,DRD3
9289,3677,4988,OPRM1
9289,2545,3350,HTR1A
9289,2175,2890,GRIA1
1892,6468,8856,NR1I2
1892,4287,5742,PTGS1
1892,213,240,ALOX5
7506,13395,59342,SCPEP1
7506,1078,1357,CPA1
9217,4288,5743,PTGS2
7045,470,573,BAG1
7045,2522,3312,HSPA8
6963,3969,5347,PLK1
2908,5056,6714,SRC
3575,7614,10280,SIGMAR1
3575,16603,116443,GRIN3A
1727,2576,3417,IDH1
1727,2577,3418,IDH2
1727,61,50,ACO2
6849,5449,7177,TPSAB1
367,3875,5241,PGR
367,4838,6462,SHBG
367,209,231,AR
367,1627,2099,ESR1
367,5057,6715,SRD5A1
767,927,1132,CHRM4
767,923,1128,CHRM1
767,1323,1659,HRH1
767,926,1131,CHRM3
767,928,1133,CHRM5
767,924,1129,CHRM2
13036,8397,11251,PTGDR2
4776,6238,8566,PDXK
4920,632,776,CACNA1D
4920,635,779,CACNA1S
4920,634,778,CACNA1F
4920,631,775,CACNA1C
8387,8069,10846,PDE10A
6148,2557,3363,HTR7
6148,13393,59340,HRH4
6148,2551,3357,HTR2B
6148,1323,1659,HRH1
6148,145,150,ADRA2A
6148,4898,6532,SLC6A4
6148,2550,3356,HTR2A
6148,147,152,ADRA2C
6148,4896,6530,SLC6A2
6148,1422,1814,DRD3
6148,4897,6531,SLC6A3
6148,3675,4986,OPRK1
6148,2545,3350,HTR1A
6148,1421,1813,DRD2
6148,2552,3358,HTR2C
6148,146,151,ADRA2B
6148,2556,3362,HTR6
6148,2549,3355,HTR1F
5227,2550,3356,HTR2A
972,1323,1659,HRH1
7626,3951,5328,PLAU
5309,1745,2249,FGF4
4400,3729,5053,PAH
4400,5341,7054,TH
4400,3757,5092,PCBD1
4400,3576,4843,NOS2
7983,4287,5742,PTGS1
7317,2527,3320,HSP90AA1
8047,1627,2099,ESR1
8047,7796,10499,NCOA2
9105,1482,1901,S1PR1
7088,4206,5644,PRSS1
7088,1661,2147,F2
8358,5889,7867,MAPKAPK3
8358,6756,9261,MAPKAPK2
14063,3876,5243,ABCB1
763,5349,7066,TPO
8510,2641,3501,IGHG2
201,3917,5290,PIK3CA
201,397,472,ATM
201,4683,6261,RYR1
201,133,135,ADORA2A
201,132,134,ADORA1
201,3792,5142,PDE4B
201,4161,5591,PRKDC
201,3920,5293,PIK3CD
201,3918,5291,PIK3CB
5004,3610,4886,NPY1R
5004,3613,4889,NPY5R
5004,4118,5540,NPY4R
5004,3611,4887,NPY2R
8164,1411,1803,DPP4
3542,2723,3612,IMPA1
1099,1397,1786,DNMT1
1099,2402,3156,HMGCR
3988,117,116,ADCYAP1
3541,5549,7298,TYMS
3541,26136,728635,DHRS4L1
3541,3569,4835,NQO2
8141,834,1017,CDK2
8023,4172,5602,MAPK10
6900,4213,5652,PRSS8
3597,2225,2948,GSTM4
3597,6306,8654,PDE5A
3597,3802,5152,PDE9A
14011,2126,2835,GPR12
14011,6553,8989,TRPA1
14011,5662,7442,TRPV1
14011,11242,51393,TRPV2
14011,5928,8001,GLRA3
14011,6774,9290,GPR55
14011,6512,8911,CACNA1I
14011,6513,8912,CACNA1H
14011,2550,3356,HTR2A
14011,934,1139,CHRNA7
14011,1009,1268,CNR1
14011,2545,3350,HTR1A
14011,5642,7416,VDAC1
14011,1010,1269,CNR2
14011,2130,2841,GPR18
14011,13394,59341,TRPV4
14011,3674,4985,OPRD1
14011,6514,8913,CACNA1G
14011,3677,4988,OPRM1
14011,4058,5468,PPARG
14011,2045,2741,GLRA1
14011,18521,162514,TRPV3
14011,13928,79054,TRPM8
2477,3570,4836,NMT1
1595,1910,2562,GABRB3
1595,18936,200959,GABRR3
1595,1917,2570,GABRR2
1595,1905,2556,GABRA3
1595,1907,2558,GABRA5
1595,1908,2559,GABRA6
1595,4730,6323,SCN1A
1595,1914,2567,GABRG3
1595,1909,2560,GABRB1
1595,12572,55879,GABRQ
1595,1903,2554,GABRA1
1595,1913,2565,GABRG1
1595,1916,2569,GABRR1
1595,1906,2557,GABRA4
1595,1904,2555,GABRA2
1595,1912,2564,GABRE
1595,1911,2563,GABRD
1595,1915,2568,GABRP
4119,5564,7317,UBA1
4119,665,815,CAMK2A
87,855,1043,CD52
87,582,714,C1QC
87,1716,2212,FCGR2A
87,581,713,C1QB
87,1717,2213,FCGR2B
87,6638,9103,FCGR2C
87,1718,2214,FCGR3A
87,580,712,C1QA
87,1714,2209,FCGR1A
87,1719,2215,FCGR3B
87,583,715,C1R
1614,1420,1812,DRD1
1614,143,147,ADRA1B
1614,1421,1813,DRD2
1614,2550,3356,HTR2A
1614,142,146,ADRA1A
1614,2545,3350,HTR1A
4723,1081,1360,CPB1
1092,402,477,ATP1A2
1092,401,476,ATP1A1
1092,403,478,ATP1A3
5766,1421,1813,DRD2
5766,923,1128,CHRM1
5766,1422,1814,DRD3
643,7694,10383,TUBB4B
643,5880,7846,TUBA1A
937,4897,6531,SLC6A3
937,4896,6530,SLC6A2
7363,618,760,CA2
7879,7163,9759,HDAC4
1954,3794,5144,PDE4D
1954,3792,5142,PDE4B
6936,1661,2147,F2
5289,6192,8517,IKBKG
893,2305,3039,HBA1
893,1856,2495,FTH1
893,2309,3043,HBB
893,1870,2512,FTL
1675,9817,27034,ACAD8
1015,2227,2950,GSTP1
8382,1411,1803,DPP4
8498,686,836,CASP3
1344,173,185,AGTR1
6043,3806,5156,PDGFRA
5239,4174,5604,MAP2K1
8532,834,1017,CDK2
621,209,231,AR
8950,142,146,ADRA1A
462,924,1129,CHRM2
462,923,1128,CHRM1
462,926,1131,CHRM3
2249,125,126,ADH1C
12010,20885,341676,NEK5
12010,571,695,BTK
12010,3234,4294,MAP3K10
12010,3073,4067,LYN
12010,1889,2534,FYN
12010,211,238,ALK
12010,5115,6787,NEK4
12010,4175,5605,MAP2K2
12010,1590,2045,EPHA7
12010,4158,5588,PRKCQ
12010,11211,51347,TAOK3
12010,3921,5294,PIK3CG
12010,1692,2185,PTK2B
12010,15749,85366,MYLK2
12010,8621,23012,STK38L
12010,1676,2166,FAAH
12010,18617,166614,DCLK2
12010,5297,7006,TEC
12010,4173,5603,MAPK13
12010,4177,5607,MAP2K5
12010,10678,29110,TBK1
12010,12341,55589,BMP2K
12010,18632,167359,NIM1K
12010,7278,9891,NUAK1
12010,5121,6793,STK10
12010,6758,9263,STK17A
12010,6241,8569,MKNK1
12010,14328,79837,PIP4K2C
12010,4133,5562,PRKAA1
12010,1526,1969,EPHA2
12010,6693,9175,MAP3K13
12010,6247,8576,STK16
12010,4462,5979,RET
12010,12941,57118,CAMK1D
12010,2810,3718,JAK3
12010,2321,3055,HCK
12010,4155,5585,PKN1
12010,2673,3551,IKBKB
12010,3920,5293,PIK3CD
12010,136,140,ADORA3
12010,7263,9874,TLK1
12010,1286,1613,DAPK3
12010,6244,8573,CASK
12010,4171,5601,MAPK9
12010,3806,5156,PDGFRA
12010,8600,22983,MAST1
12010,5116,6788,STK3
12010,11566,54101,RIPK4
12010,9977,27330,RPS6KA6
12010,18082,150094,SIK1
12010,1142,1432,MAPK14
12010,1925,2580,GAK
12010,4391,5894,RAF1
12010,7325,9943,OXSR1
12010,5056,6714,SRC
12010,973,1195,CLK1
12010,5358,7075,TIE1
12010,9088,23604,DAPK2
12010,42,27,ABL2
12010,2976,3932,LCK
12010,1588,2043,EPHA4
12010,16768,120892,LRRK2
12010,7986,10746,MAP3K2
12010,12498,55781,RIOK2
12010,1621,2081,ERN1
12010,3914,5287,PIK3C2B
12010,4292,5747,PTK2
12010,3132,4140,MARK3
12010,1591,2046,EPHA8
12010,3510,4750,NEK1
12010,636,780,DDR1
12010,3301,4486,MST1R
12010,6606,9064,MAP3K6
12010,3781,5128,CDK17
12010,21793,388228,SBK1
12010,3638,4921,DDR2
12010,665,815,CAMK2A
12010,4180,5610,EIF2AK1
12010,12983,57172,CAMK1G
12010,2796,3702,ITK
12010,1807,2322,FLT3
12010,6306,8654,PDE5A
12010,11730,54658,UGT1A1
12010,19522,255239,ANKK1
12010,5527,7272,TTK
12010,462,558,AXL
12010,5545,7294,TXK
12010,3809,5159,PDGFRB
12010,1759,2263,FGFR2
12010,1849,2475,MTOR
12010,1587,2042,EPHA3
12010,20783,340156,MYLK4
12010,8880,23332,CLASP1
12010,2749,3645,INSRR
12010,8924,23387,SIK3
12010,4150,5580,PRKCD
12010,4152,5582,PRKCG
12010,2808,3716,JAK1
12010,1158,1452,CSNK1A1
12010,3915,5288,PIK3C2G
12010,9879,27148,STK36
12010,4157,5587,PRKD1
12010,6818,9344,TAOK2
12010,8003,10769,PLK2
12010,4180,5610,EIF2AK2
12010,539,658,BMPR1B
12010,7973,10733,PLK4
12010,40,25,ABL1
12010,2159,2872,MKNK2
12010,5718,7525,YES1
12010,3733,5062,PAK2
12010,541,660,BMX
12010,23449,440275,EIF2AK4
12010,668,818,CAMK2G
12010,12326,55561,CDC42BPG
12010,540,659,BMPR2
12010,5552,7301,TYRO3
12010,9992,27347,STK39
12010,803,983,CDK1
12010,6677,9149,DYRK1B
12010,3380,4593,MUSK
12010,19325,225689,MAPK15
12010,6645,9113,LATS1
12010,1145,1436,CSF1R
12010,976,1198,CLK3
12010,27670,100130827,SBK3
12010,6351,8711,TNK1
12010,12826,56924,PAK6
12010,4163,5593,PRKG2
12010,2211,2931,GSK3A
12010,6431,8814,CDKL1
12010,5118,6790,AURKA
12010,3919,5292,PIM1
12010,7115,9706,ULK2
12010,3780,5127,CDK16
12010,6710,9201,DCLK1
12010,4168,5598,MAPK7
12010,1737,2241,FER
12010,7630,10298,PAK4
12010,6393,8767,RIPK2
12010,4138,5567,PRKACB
12010,3925,5298,PI4KB
12010,6561,8999,CDKL2
12010,11003,51086,TNNI3K
12010,5726,7535,ZAP70
12010,14501,80122,MAP3K19
12010,1848,2444,FRK
12010,4154,5584,PRKCI
12010,1609,2066,ERBB4
12010,20163,285220,EPHA6
12010,3634,4916,NTRK3
12010,5548,7297,TYK2
12010,3511,4751,NEK2
12010,14931,81788,NUAK2
12010,4633,6197,RPS6KA3
12010,6503,8899,PRPF4B
12010,2748,3643,INSR
12010,15074,83732,RIOK1
12010,1595,2050,EPHB4
12010,6098,8396,PIP4K2B
12010,1806,2321,FLT1
12010,6402,8780,RIOK3
12010,17691,140901,STK35
12010,3633,4915,NTRK2
12010,1285,1612,DAPK1
12010,4369,5871,MAP4K2
12010,4176,5606,MAP2K3
12010,9368,25989,ULK3
12010,3188,4215,MAP3K3
12010,3820,5170,PDPK1
12010,667,817,CAMK2D
12010,5678,7465,WEE1
12010,23372,415116,PIM3
12010,1462,1859,DYRK1A
12010,1210,1514,CTSL
12010,1157,1448,CSN3
12010,13290,57787,MARK4
12010,18994,202374,STK32A
12010,16079,91807,MYLK3
12010,10860,50488,MINK1
12010,6107,8408,ULK1
12010,6223,8550,MAPKAPK5
12010,1592,2047,EPHB1
12010,3969,5347,PLK1
12010,1763,2268,FGR
12010,4561,6098,ROS1
12010,3012,3985,LIMK2
12010,6372,8737,RIPK1
12010,8441,11329,STK38
12010,3236,4296,MAP3K11
12010,5160,6850,SYK
12010,974,1196,CLK2
12010,3512,4752,NEK3
12010,4631,6195,RPS6KA1
12010,1163,1457,CSNK2A1
12010,4293,5753,PTK6
12010,3419,4638,MYLK
12010,6721,9212,AURKB
12010,15776,85443,DCLK3
12010,2809,3717,JAK2
12010,11445,51776,ZAK
12010,3734,5063,PAK3
12010,1809,2324,FLT4
12010,6120,8428,STK24
12010,554,673,BRAF
12010,2871,3791,KDR
12010,5301,7010,TEK
12010,11845,54861,SNRK
12010,7530,10188,TNK2
12010,13813,65061,CDK15
12010,4151,5581,PRKCE
12010,6757,9262,STK17B
12010,8804,23235,SIK2
12010,5066,6725,SRMS
12010,1589,2044,EPHA5
12010,213,240,ALOX5
12010,12881,56997,COQ8A
12010,6927,9475,ROCK2
12010,8363,11200,CHEK2
12010,15151,83942,TSSK1B
12010,2892,3815,KIT
12010,1593,2048,EPHB2
12010,1004,1263,PLK3
12010,15297,84254,CAMKK1
12010,3732,5058,PAK1
12010,666,816,CAMK2B
12010,7915,10645,CAMKK2
12010,8369,11213,IRAK3
12010,6905,9448,MAP4K4
12010,94,90,ACVR1
12010,1516,1956,EGFR
12010,95,91,ACVR1B
12010,8500,22848,AAK1
12010,8348,11183,MAP4K5
12010,13143,57551,TAOK1
12010,1215,1520,CTSS
12010,22042,389840,MAP3K15
12010,4156,5586,PKN2
12010,11442,51765,STK26
12010,1889,2534,SLK
12010,2212,2932,GSK3B
12010,13041,57396,CLK4
12010,8649,23043,TNIK
12010,910,1111,CHEK1
12010,3187,4214,MAP3K1
12010,10629,28996,HIPK2
12010,1164,1459,CSNK2A2
12010,14346,79858,NEK11
12010,8507,22858,ICK
12010,1607,2064,ERBB2
12010,3632,4914,NTRK1
12010,3889,5260,PHKG1
12010,6626,9088,PKMYT1
12010,4932,6571,VMAT2
12010,5333,7046,TGFBR1
12010,1757,2261,FGFR3
12010,5860,7786,MAP3K12
12010,4178,5608,MAP2K6
12010,1756,2260,FGFR1
12010,1596,2051,EPHB6
12010,7469,10114,HIPK3
12010,7228,9833,MELK
12010,11502,53904,MYO3A
12010,7058,9641,IKBKE
12010,3011,3984,LIMK1
12010,1154,1445,CSK
12010,16074,91754,NEK9
12010,11049,51135,IRAK4
12010,6209,8536,CAMK1
12010,5306,7016,TESK1
12010,836,1019,CDK4
12010,1738,2242,FES
12010,14405,79934,COQ8B
12010,4166,5596,MAPK4
12010,2755,3654,IRAK1
12010,6167,8491,MAP4K3
12010,7760,10461,MERTK
12010,3064,4058,LTK
12010,1559,2011,MARK2
12010,8203,11011,TLK2
12010,13849,65975,STK33
12010,4137,5566,PRKACA
12010,8349,11184,MAP4K1
12010,3131,4139,MARK1
12010,522,640,BLK
12010,12826,56924,PAK5
12010,3189,4216,MAP3K4
12010,5335,7048,TGFBR2
12010,4172,5602,MAPK10
12010,3233,4293,MAP3K9
12010,5123,6795,AURKC
12010,8287,11113,CIT
12010,9140,23678,SGK3
12010,3137,4145,MATK
12010,1577,2030,SLC29A1
12010,1586,2041,EPHA1
2580,3859,5217,PFN2
935,147,152,ADRA2C
935,142,146,ADRA1D
935,143,147,ADRA1B
935,146,151,ADRA2B
935,145,150,ADRA2A
935,142,146,ADRA1A
8168,12567,55869,HDAC8
8168,7460,10105,PPIF
7334,2871,3791,KDR
5487,3537,4791,NFKB2
5487,3536,4790,NFKB1
5487,1627,2099,ESR1
884,1726,2224,FDPS
7033,3820,5170,PDPK1
8565,1202,1504,CTRB1
117,2300,3034,HAL
117,8189,10991,SLC38A3
117,2329,3067,HDC
117,2301,3035,HARS
104,5088,6752,SSTR2
995,9251,25824,PRDX5
995,2673,3551,IKBKB
3336,1046,1312,COMT
838,2192,2908,NR3C1
4036,2805,3712,IVD
3690,3931,5306,PITPNA
11201,5380,7099,TLR4
11201,4287,5742,PTGS1
11201,4288,5743,PTGS2
3814,12718,56269,IRGC
3814,372,435,ASL
3814,2004,2683,B4GALT1
3814,2227,2950,GSTP1
3814,2503,3290,HSD11B1
3814,484,590,BCHE
3814,57,43,ACHE
3814,4358,5860,QDPR
3814,987,1215,CMA1
3814,25469,653509,SFTPA1
3814,348,403,ARL3
3814,40,25,ABL
3814,7018,9588,PRDX6
3814,9384,26013,L3MBTL1
8020,1628,2100,ESR2
8020,1627,2099,ESR1
7784,2649,3514,IGKC
5494,1301,1633,DCK
14068,3876,5243,ABCB1
3856,3659,4953,ODC1
212,4457,5972,REN
5351,420,496,ATP4B
5351,419,495,ATP4A
7389,3576,4843,NOS2
5695,696,846,CASR
7232,138,142,PARP1
7232,7401,10038,PARP2
5169,6721,9212,AURKB
5169,5118,6790,AURKA
12478,1421,1813,DRD2
12478,1422,1814,DRD3
4563,4206,5644,PRSS1
5509,2545,3350,HTR1A
5509,3677,4988,OPRM1
6912,3075,4069,LYZ
6470,1903,2554,GABRA1
8356,3816,5166,PDK4
5424,1516,1956,EGFR
6707,4932,6571,SLC18A2
2526,3951,5328,PLAU
2526,4206,5644,PRSS1
1922,243,279,AMY2A
2481,124,125,ADH1B
1593,205,226,ALDOA
1593,287,333,APLP1
1593,16443,114770,PGLYRP2
1593,2309,3043,HBB
1593,138,142,PARP1
1593,3893,5265,SERPINA1
1593,12505,55789,BRCC3
1593,3691,5005,ORM2
1593,2792,3697,ITIH1
1593,970,1191,CLU
1593,2647,3512,JCHAIN
1593,2930,3861,KRT14
1593,5630,7402,UTRN
1593,5432,7157,TP53
1593,7351,9973,CCS
1593,1089,1369,CPN1
1593,4798,6414,SEPP1
1593,6220,8547,FCN3
1593,1818,2335,FN1
1593,288,334,APLP2
1593,10582,28937,IGKV1-17
1593,1492,1915,EEF1A1
1593,4695,6280,S100A9
1593,594,727,C5
1593,1673,2161,F12
1593,2932,3868,KRT16
1593,5000,6647,SOD1
1593,5531,7276,TTR
1593,581,713,C1QB
1593,27,12,SERPINA3
1593,599,732,C8B
1593,5435,7161,TP73
1593,3895,5267,SERPINA4
1593,4688,6273,S100A2
1593,2207,2923,PDIA3
1593,3314,4502,MT2A
1593,2683,3562,IL3
1593,2624,3483,IGFALS
1593,4356,5858,PZP
1593,2815,3728,JUP
1593,12567,55869,HDAC8
1593,16650,117159,DCD
1593,4838,6462,SHBG
1593,584,716,C1S
1593,2336,3075,CFH
1593,582,714,C1QC
1593,12593,55911,APOBR
1593,290,336,APOA2
1593,4694,6279,S100A8
1593,10462,28796,IGLV3-21
1593,708,866,SERPINA6
1593,2794,3699,ITIH3
1593,2319,3053,SERPIND1
1593,3565,4830,NME1
1593,5666,7448,VTN
1593,588,720,C4B
1593,4796,6406,SEMG1
1593,378,443,ASPA
1593,1739,2243,FGA
1593,1627,2099,ESR1
1593,6215,8542,APOL1
1593,22,2,A2M
1593,1661,2147,F2
1593,3304,4489,MT1A
1593,2917,3848,KRT1
1593,586,718,C3
1593,3728,5052,PRDX1
1593,289,335,APOA1
1593,172,183,AGT
1593,9560,26330,GAPDHS
1593,2921,3852,KRT5
1593,2901,3827,KNG1
1593,1675,2165,F13B
1593,2926,3857,KRT9
1593,7163,9759,HDAC4
1593,7385,10016,PDCD6
1593,3172,4193,MDM2
1593,2213,2934,GSN
1593,4693,6278,S100A7
1593,1090,1370,CPN2
1593,2645,3507,IGHM
1593,3213,4255,MGMT
1593,592,725,C4BPB
1593,2585,3426,CFI
1593,7853,10572,SIVA1
1593,3251,4318,MMP9
1593,2927,3858,KRT10
1593,2479,3250,HPR
1593,180,197,AHSG
1593,5536,7284,TUFM
1593,2305,3039,HBA1
1593,21875,388697,HRNR
1593,1439,1832,DSP
1593,4037,5444,PON1
1593,590,722,C4BPA
1593,2795,3700,ITIH4
1593,303,351,APP
1593,5440,7167,TPI1
1593,3316,4504,MT3
1593,291,337,APOA4
1593,2738,3630,INS
1593,301,348,APOE
1593,2895,3818,KLKB1
1593,2327,3065,HDAC1
1593,509,623,BDKRB1
1593,2045,2741,GLRA1
1593,2918,3849,KRT2
1593,18862,199699,DAND5
1593,2793,3698,ITIH2
1593,600,733,C8G
1593,3715,5034,P4HB
1593,1665,2152,TF
1593,2634,3493,IGHA1
1593,279,325,APCS
1593,583,715,C1R
1593,21,1,A1BG
1593,512,629,CFB
1593,598,731,C8A
1593,4270,5723,PSPH
1593,3273,4350,MPG
1593,1571,2023,ENO1
1593,2922,3853,KRT6A
1593,1077,1356,CP
7193,1411,1803,DPP4
7710,618,760,CA2
8689,4783,6390,SDHB
8689,4785,6392,SDHD
8689,4784,6391,SDHC
8689,4782,6389,SDHA
8462,5056,6714,SRC
8633,8187,10988,METAP2
985,1323,1659,HRH1
8135,834,1017,CDK2
1549,16603,116443,GRIN3A
1549,1421,1813,DRD2
13878,138,142,PARP1
5361,1662,2149,F2R
5361,390,462,SERPINC1
7764,2640,3500,IGHG1
11641,5534,7280,TUBB
3470,5448,7175,TPR
2555,2679,3558,IL2
1860,8125,10914,PAPOLA
3328,5702,7498,XDH
12532,1876,2520,GAST
783,6327,8678,BECN1
783,2140,2852,GPER1
783,6468,8856,NR1I2
783,3318,4508,MT-ATP6
783,1631,2104,ESRRG
783,1627,2099,ESR1
783,932,1137,CHRNA4
783,2507,3294,HSD17B2
783,1628,2100,ESR2
783,7796,10499,NCOA2
669,2549,3355,HTR1F
669,2546,3351,HTR1B
669,2545,3350,HTR1A
669,2547,3352,HTR1D
4653,673,823,CAPN1
61,2170,2885,GRB2
61,2608,3455,IFNAR2
2114,1540,1990,CELA1
1115,637,781,CACNA2D1
1115,631,775,CACNA1C
1115,654,801,CALM1
1115,6468,8856,NR1I2
1115,632,776,CACNA1D
1115,639,783,CACNB2
1115,635,779,CACNA1S
1115,6513,8912,CACNA1H
1115,2820,3736,KCNA1
7589,1215,1520,CTSS
4246,4206,5644,PRSS1
8896,2871,3791,KDR
8896,3638,4921,DDR2
8896,3632,4914,NTRK1
8896,4391,5894,RAF1
8896,5301,7010,TEK
8896,40,25,ABL1
8896,2892,3815,KIT
8896,554,673,BRAF
8896,1759,2263,FGFR2
8896,1809,2324,FLT4
8896,1848,2444,FRK
8896,4462,5979,RET
8896,4170,5600,MAPK11
8896,1806,2321,FLT1
8896,3806,5156,PDGFRA
8896,1526,1969,EPHA2
8896,1756,2260,FGFR1
8896,3809,5159,PDGFRB
4786,3710,5029,P2RY2
4786,1854,2492,FSHR
4786,3944,5320,PLA2G2A
4786,1661,2147,F2
4786,8940,23408,SIRT5
4786,4683,6261,RYR1
1035,1397,1786,DNMT1
1035,4737,6331,SCN5A
1035,2840,3757,KCNH2
9043,2044,2740,GLP1R
7607,1142,1432,MAPK14
4006,834,1017,CDK2
1047,4963,6608,SMO
1047,2192,2908,NR3C1
755,4680,6258,RXRG
755,4678,6256,RXRA
755,6467,8854,ALDH1A2
755,4411,5916,RARG
755,4441,5950,RBP4
755,12742,56603,CYP26B1
755,4409,5914,RARA
755,177,190,NR0B1
755,6596,9052,GPRC5A
755,9965,27306,HPGDS
755,20840,340665,CYP26C1
755,1268,1592,CYP26A1
755,3816,5166,PDK4
755,4410,5915,RARB
755,4679,6257,RXRB
755,2977,3933,LCN1
755,195,216,ALDH1A1
755,10806,29991,OBP2A
842,1915,2568,GABRP
842,12572,55879,GABRQ
842,1912,2564,GABRE
842,1903,2554,GABRA1
842,1905,2556,GABRA3
842,1917,2570,GABRR2
842,1909,2560,GABRB1
842,18936,200959,GABRR3
842,1906,2557,GABRA4
842,1914,2567,GABRG3
842,1908,2559,GABRA6
842,1904,2555,GABRA2
842,1913,2565,GABRG1
842,1916,2569,GABRR1
842,1907,2558,GABRA5
842,1911,2563,GABRD
842,1910,2562,GABRB3
8479,5549,7298,TYMS
4137,4491,6008,RHEB
4137,2488,3265,HRAS
4137,4619,6181,P2
4137,335,390,RND3
4137,3850,5207,PFKFB1
4137,323,375,ARF1
4137,4366,5868,RAB5A
4137,4406,5911,RAP2A
4137,2050,2746,GLUD1
4137,11935,54963,UCKL1
4137,16841,122622,ADSSL1
13978,8943,23411,SIRT1
6282,1323,1659,HRH1
4662,834,1017,CDK2
6932,3820,5170,PDPK1
2404,57,43,ACHE
4853,133,135,ADORA2A
4540,4559,6095,RORA
4540,5646,7421,VDR
4540,9521,26253,CLEC4E
8330,10712,29796,UQCR10
8330,5618,7381,UQCRB
8330,1228,1537,CYC1
8330,5621,7386,UQCRFS1
8330,5622,7388,UQCRH
8330,8177,10975,UQCR11
8330,3325,4519,MT-CYB
8330,9840,27089,UQCRQ
8330,5619,7384,UQCRC1
8330,5620,7385,UQCRC2
1076,179,196,AHR
1076,1411,1803,DPP4
1076,2402,3156,HMGCR
11059,4880,6513,SLC2A1
3495,243,279,AMY2A
7994,9103,23621,BACE1
2720,4355,5837,PYGM
13166,1304,1636,ACE
4156,13324,58190,CTDSP1
6791,5088,6752,SSTR2
8083,618,760,CA2
666,2094,2798,GNRHR
666,16468,114814,GNRHR2
8334,3223,4282,MIF
